interaction_index,actual_timestamp,inter_arrival_time
277,523166.0,180.0
278,524268.0,1102.0
279,528333.0,4065.0
280,528627.0,294.0
281,530289.0,1662.0
282,530577.0,288.0
283,530877.0,300.0
284,532528.0,1651.0
285,533795.0,1267.0
286,533836.0,41.0
287,535518.0,1682.0
288,541732.0,6214.0
289,541977.0,245.0
290,552702.0,10725.0
291,552723.0,21.0
292,553989.0,1266.0
293,554260.0,271.0
294,554811.0,551.0
295,555935.0,1124.0
296,556368.0,433.0
297,557437.0,1069.0
298,557829.0,392.0
299,557882.0,53.0
300,559003.0,1121.0
301,566521.0,7518.0
302,567928.0,1407.0
303,570234.0,2306.0
304,571310.0,1076.0
305,572699.0,1389.0
306,572701.0,2.0
307,573218.0,517.0
308,576066.0,2848.0
309,576933.0,867.0
310,581583.0,4650.0
311,583649.0,2066.0
312,583690.0,41.0
313,584387.0,697.0
314,584875.0,488.0
315,584898.0,23.0
316,585268.0,370.0
317,586014.0,746.0
318,586231.0,217.0
319,586463.0,232.0
320,586892.0,429.0
321,586927.0,35.0
322,587657.0,730.0
323,587902.0,245.0
324,588485.0,583.0
325,588874.0,389.0
326,588952.0,78.0
327,590104.0,1152.0
328,591311.0,1207.0
329,591478.0,167.0
330,591822.0,344.0
331,591888.0,66.0
332,591912.0,24.0
333,592672.0,760.0
334,593873.0,1201.0
335,594306.0,433.0
336,594355.0,49.0
337,594371.0,16.0
338,594672.0,301.0
339,594794.0,122.0
340,595021.0,227.0
341,595040.0,19.0
342,597152.0,2112.0
343,599040.0,1888.0
344,600409.0,1369.0
345,600517.0,108.0
346,601267.0,750.0
347,602203.0,936.0
348,602383.0,180.0
349,603970.0,1587.0
350,604007.0,37.0
351,605132.0,1125.0
352,607396.0,2264.0
353,607438.0,42.0
354,607457.0,19.0
355,608217.0,760.0
356,608242.0,25.0
357,609459.0,1217.0
358,610259.0,800.0
359,610530.0,271.0
360,610960.0,430.0
361,611076.0,116.0
362,615733.0,4657.0
363,616913.0,1180.0
364,617136.0,223.0
365,617208.0,72.0
366,620209.0,3001.0
367,620299.0,90.0
368,620421.0,122.0
369,621652.0,1231.0
370,622999.0,1347.0
371,623791.0,792.0
372,625551.0,1760.0
373,628924.0,3373.0
374,629332.0,408.0
375,633205.0,3873.0
376,633244.0,39.0
377,633318.0,74.0
378,634367.0,1049.0
379,635680.0,1313.0
380,636222.0,542.0
381,636332.0,110.0
382,638693.0,2361.0
383,639532.0,839.0
384,640948.0,1416.0
385,640966.0,18.0
386,642550.0,1584.0
387,643426.0,876.0
388,646528.0,3102.0
389,646606.0,78.0
390,650593.0,3987.0
391,650660.0,67.0
392,655288.0,4628.0
393,655424.0,136.0
394,657341.0,1917.0
395,658617.0,1276.0
396,659896.0,1279.0
397,659924.0,28.0
398,666514.0,6590.0
399,667989.0,1475.0
400,673157.0,5168.0
401,675088.0,1931.0
402,676523.0,1435.0
403,679027.0,2504.0
404,684906.0,5879.0
405,684940.0,34.0
406,685914.0,974.0
407,689417.0,3503.0
408,689756.0,339.0
409,689786.0,30.0
410,692031.0,2245.0
411,692467.0,436.0
412,692546.0,79.0
413,692574.0,28.0
414,693594.0,1020.0
415,694969.0,1375.0
416,695077.0,108.0
417,697055.0,1978.0
418,697576.0,521.0
419,697603.0,27.0
420,698288.0,685.0
421,702482.0,4194.0
422,702606.0,124.0
423,704244.0,1638.0
424,704316.0,72.0
425,705323.0,1007.0
426,705574.0,251.0
427,706539.0,965.0
428,711621.0,5082.0
429,711724.0,103.0
430,711951.0,227.0
431,713107.0,1156.0
432,713126.0,19.0
433,716152.0,3026.0
434,720759.0,4607.0
435,721854.0,1095.0
436,723584.0,1730.0
437,723937.0,353.0
438,724530.0,593.0
439,727050.0,2520.0
440,729400.0,2350.0
441,729839.0,439.0
442,729968.0,129.0
443,730104.0,136.0
444,730501.0,397.0
445,730503.0,2.0
446,730949.0,446.0
447,731381.0,432.0
448,731707.0,326.0
449,731753.0,46.0
450,732870.0,1117.0
451,736448.0,3578.0
452,736640.0,192.0
453,739291.0,2651.0
454,740704.0,1413.0
455,746877.0,6173.0
456,750286.0,3409.0
457,752063.0,1777.0
458,752179.0,116.0
459,752276.0,97.0
460,752354.0,78.0
461,752520.0,166.0
462,752763.0,243.0
463,752778.0,15.0
464,752785.0,7.0
465,752807.0,22.0
466,752860.0,53.0
467,752910.0,50.0
468,752940.0,30.0
469,753085.0,145.0
470,753123.0,38.0
471,753159.0,36.0
472,753194.0,35.0
473,753326.0,132.0
474,753683.0,357.0
475,754459.0,776.0
476,754536.0,77.0
477,754561.0,25.0
478,754801.0,240.0
479,754952.0,151.0
480,756726.0,1774.0
481,757307.0,581.0
482,757472.0,165.0
483,758769.0,1297.0
484,758832.0,63.0
485,761369.0,2537.0
486,763791.0,2422.0
487,763868.0,77.0
488,765178.0,1310.0
489,765198.0,20.0
490,766513.0,1315.0
491,768522.0,2009.0
492,771017.0,2495.0
493,772445.0,1428.0
494,773099.0,654.0
495,773197.0,98.0
496,773668.0,471.0
497,774242.0,574.0
498,775126.0,884.0
499,782287.0,7161.0
500,782456.0,169.0
501,782505.0,49.0
502,782631.0,126.0
503,782677.0,46.0
504,782689.0,12.0
505,782858.0,169.0
506,785664.0,2806.0
507,786303.0,639.0
508,807745.0,21442.0
509,808546.0,801.0
510,811013.0,2467.0
511,811463.0,450.0
512,811647.0,184.0
513,812378.0,731.0
514,812595.0,217.0
515,815696.0,3101.0
516,815881.0,185.0
517,820231.0,4350.0
518,822600.0,2369.0
519,827005.0,4405.0
520,828222.0,1217.0
521,828254.0,32.0
522,828483.0,229.0
523,835012.0,6529.0
524,835057.0,45.0
525,835861.0,804.0
526,836062.0,201.0
527,838630.0,2568.0
528,839625.0,995.0
529,839932.0,307.0
530,843828.0,3896.0
531,843848.0,20.0
532,848134.0,4286.0
533,848292.0,158.0
534,850752.0,2460.0
535,852238.0,1486.0
536,852921.0,683.0
537,854182.0,1261.0
538,855739.0,1557.0
539,856112.0,373.0
540,857971.0,1859.0
541,858186.0,215.0
542,860964.0,2778.0
543,861340.0,376.0
544,861903.0,563.0
545,864021.0,2118.0
546,864099.0,78.0
547,864160.0,61.0
548,864190.0,30.0
549,864213.0,23.0
550,866510.0,2297.0
551,867708.0,1198.0
552,871443.0,3735.0
553,873958.0,2515.0
554,879575.0,5617.0
555,879912.0,337.0
556,881169.0,1257.0
557,883216.0,2047.0
558,889410.0,6194.0
559,889614.0,204.0
560,889640.0,26.0
561,889706.0,66.0
562,889756.0,50.0
563,890399.0,643.0
564,890414.0,15.0
565,895025.0,4611.0
566,895256.0,231.0
567,897298.0,2042.0
568,897463.0,165.0
569,898903.0,1440.0
570,898935.0,32.0
571,899091.0,156.0
572,899667.0,576.0
573,899995.0,328.0
574,900244.0,249.0
575,900516.0,272.0
576,900556.0,40.0
577,904190.0,3634.0
578,904354.0,164.0
579,904533.0,179.0
580,904858.0,325.0
581,906068.0,1210.0
582,906095.0,27.0
583,906104.0,9.0
584,911025.0,4921.0
585,911737.0,712.0
586,914677.0,2940.0
587,916363.0,1686.0
588,917020.0,657.0
589,919725.0,2705.0
590,919886.0,161.0
591,921518.0,1632.0
592,928464.0,6946.0
593,928519.0,55.0
594,928719.0,200.0
595,928745.0,26.0
596,928788.0,43.0
597,928806.0,18.0
598,932176.0,3370.0
599,932717.0,541.0
600,934981.0,2264.0
601,935769.0,788.0
602,936330.0,561.0
603,937338.0,1008.0
604,938327.0,989.0
605,938497.0,170.0
606,939105.0,608.0
607,940141.0,1036.0
608,942263.0,2122.0
609,942929.0,666.0
610,943044.0,115.0
611,943423.0,379.0
612,946000.0,2577.0
613,946113.0,113.0
614,946229.0,116.0
615,946570.0,341.0
616,947315.0,745.0
617,947349.0,34.0
618,947923.0,574.0
619,948240.0,317.0
620,948456.0,216.0
621,948799.0,343.0
622,949519.0,720.0
623,950616.0,1097.0
624,950919.0,303.0
625,951279.0,360.0
626,951369.0,90.0
627,952008.0,639.0
628,952098.0,90.0
629,953202.0,1104.0
630,953204.0,2.0
631,962154.0,8950.0
632,962746.0,592.0
633,965690.0,2944.0
634,970367.0,4677.0
635,970444.0,77.0
636,972593.0,2149.0
637,974861.0,2268.0
638,976254.0,1393.0
639,977446.0,1192.0
640,978069.0,623.0
641,979521.0,1452.0
642,986637.0,7116.0
643,986993.0,356.0
644,987566.0,573.0
645,988517.0,951.0
646,989699.0,1182.0
647,989872.0,173.0
648,989910.0,38.0
649,990278.0,368.0
650,990682.0,404.0
651,994714.0,4032.0
652,998639.0,3925.0
653,998652.0,13.0
654,1002580.0,3928.0
655,1006844.0,4264.0
656,1008358.0,1514.0
657,1014637.0,6279.0
658,1015108.0,471.0
659,1017609.0,2501.0
660,1018334.0,725.0
661,1019111.0,777.0
662,1019404.0,293.0
663,1021356.0,1952.0
664,1021529.0,173.0
665,1021796.0,267.0
666,1022302.0,506.0
667,1022406.0,104.0
668,1023121.0,715.0
669,1023318.0,197.0
670,1023381.0,63.0
671,1023397.0,16.0
672,1023578.0,181.0
673,1023759.0,181.0
674,1024241.0,482.0
675,1024445.0,204.0
676,1025105.0,660.0
677,1025287.0,182.0
678,1025371.0,84.0
679,1025947.0,576.0
680,1026096.0,149.0
681,1026261.0,165.0
682,1026325.0,64.0
683,1026542.0,217.0
684,1026653.0,111.0
685,1027344.0,691.0
686,1028902.0,1558.0
687,1029508.0,606.0
688,1029767.0,259.0
689,1030160.0,393.0
690,1030388.0,228.0
691,1030573.0,185.0
692,1031342.0,769.0
693,1037760.0,6418.0
694,1038248.0,488.0
695,1038449.0,201.0
696,1040405.0,1956.0
697,1041488.0,1083.0
698,1041689.0,201.0
699,1043385.0,1696.0
700,1044521.0,1136.0
701,1045626.0,1105.0
702,1045850.0,224.0
703,1049546.0,3696.0
704,1049599.0,53.0
705,1051634.0,2035.0
706,1052886.0,1252.0
707,1056207.0,3321.0
708,1056443.0,236.0
709,1059184.0,2741.0
710,1063298.0,4114.0
711,1064401.0,1103.0
712,1066609.0,2208.0
713,1068700.0,2091.0
714,1068985.0,285.0
715,1069021.0,36.0
716,1072992.0,3971.0
717,1076090.0,3098.0
718,1084486.0,8396.0
719,1084563.0,77.0
720,1084744.0,181.0
721,1085645.0,901.0
722,1085676.0,31.0
723,1086080.0,404.0
724,1086585.0,505.0
725,1098402.0,11817.0
726,1102255.0,3853.0
727,1102614.0,359.0
728,1102741.0,127.0
729,1103196.0,455.0
730,1103312.0,116.0
731,1105514.0,2202.0
732,1106128.0,614.0
733,1110544.0,4416.0
734,1112736.0,2192.0
735,1115710.0,2974.0
736,1115921.0,211.0
737,1116196.0,275.0
738,1116901.0,705.0
739,1118317.0,1416.0
740,1118630.0,313.0
741,1118962.0,332.0
742,1119758.0,796.0
743,1119951.0,193.0
744,1120264.0,313.0
745,1120392.0,128.0
746,1120582.0,190.0
747,1121472.0,890.0
748,1122017.0,545.0
749,1122474.0,457.0
750,1122664.0,190.0
751,1124775.0,2111.0
752,1124904.0,129.0
753,1126117.0,1213.0
754,1126164.0,47.0
755,1127051.0,887.0
756,1132406.0,5355.0
757,1133278.0,872.0
758,1136431.0,3153.0
759,1136594.0,163.0
760,1136672.0,78.0
761,1136987.0,315.0
762,1138036.0,1049.0
763,1138338.0,302.0
764,1139237.0,899.0
765,1139289.0,52.0
766,1139955.0,666.0
767,1140170.0,215.0
768,1140277.0,107.0
769,1142343.0,2066.0
770,1146947.0,4604.0
771,1148373.0,1426.0
772,1156773.0,8400.0
773,1159251.0,2478.0
774,1160279.0,1028.0
775,1160408.0,129.0
776,1161619.0,1211.0
777,1162213.0,594.0
778,1162258.0,45.0
779,1163471.0,1213.0
780,1164185.0,714.0
781,1169368.0,5183.0
782,1170140.0,772.0
783,1170439.0,299.0
784,1171106.0,667.0
785,1172279.0,1173.0
786,1172312.0,33.0
787,1173223.0,911.0
788,1173499.0,276.0
789,1174326.0,827.0
790,1174738.0,412.0
791,1175463.0,725.0
792,1177273.0,1810.0
793,1177707.0,434.0
794,1178121.0,414.0
795,1178772.0,651.0
796,1179049.0,277.0
797,1181865.0,2816.0
798,1186818.0,4953.0
799,1191132.0,4314.0
800,1191270.0,138.0
801,1191364.0,94.0
802,1191634.0,270.0
803,1191804.0,170.0
804,1194137.0,2333.0
805,1201110.0,6973.0
806,1201315.0,205.0
807,1204363.0,3048.0
808,1205182.0,819.0
809,1210945.0,5763.0
810,1211993.0,1048.0
811,1213878.0,1885.0
812,1213901.0,23.0
813,1214076.0,175.0
814,1217146.0,3070.0
815,1218477.0,1331.0
816,1218512.0,35.0
817,1219334.0,822.0
818,1222843.0,3509.0
819,1224583.0,1740.0
820,1225601.0,1018.0
821,1226031.0,430.0
822,1226327.0,296.0
823,1226385.0,58.0
824,1226791.0,406.0
825,1227334.0,543.0
826,1227971.0,637.0
827,1228042.0,71.0
828,1229017.0,975.0
829,1229482.0,465.0
830,1233079.0,3597.0
831,1233186.0,107.0
832,1234279.0,1093.0
833,1238631.0,4352.0
834,1238691.0,60.0
835,1238824.0,133.0
836,1239055.0,231.0
837,1239644.0,589.0
838,1239809.0,165.0
839,1240414.0,605.0
840,1240875.0,461.0
841,1241304.0,429.0
842,1241466.0,162.0
843,1241490.0,24.0
844,1242197.0,707.0
845,1243061.0,864.0
846,1243483.0,422.0
847,1243934.0,451.0
848,1244071.0,137.0
849,1247586.0,3515.0
850,1248200.0,614.0
851,1248798.0,598.0
852,1249019.0,221.0
853,1254723.0,5704.0
854,1254870.0,147.0
855,1254933.0,63.0
856,1255339.0,406.0
857,1258151.0,2812.0
858,1261165.0,3014.0
859,1261491.0,326.0
860,1265724.0,4233.0
861,1266638.0,914.0
862,1266650.0,12.0
863,1267112.0,462.0
864,1269566.0,2454.0
865,1269851.0,285.0
866,1270001.0,150.0
867,1270162.0,161.0
868,1270451.0,289.0
869,1270856.0,405.0
870,1271088.0,232.0
871,1271644.0,556.0
872,1271791.0,147.0
873,1272268.0,477.0
874,1272665.0,397.0
875,1272718.0,53.0
876,1272729.0,11.0
877,1272948.0,219.0
878,1273006.0,58.0
879,1273200.0,194.0
880,1274332.0,1132.0
881,1274523.0,191.0
882,1275503.0,980.0
883,1275945.0,442.0
884,1276210.0,265.0
885,1276298.0,88.0
886,1277932.0,1634.0
887,1278245.0,313.0
888,1279812.0,1567.0
889,1283426.0,3614.0
890,1283761.0,335.0
891,1284100.0,339.0
892,1284734.0,634.0
893,1284931.0,197.0
894,1289263.0,4332.0
895,1290886.0,1623.0
896,1295925.0,5039.0
897,1296409.0,484.0
898,1296570.0,161.0
899,1297092.0,522.0
900,1297244.0,152.0
901,1297329.0,85.0
902,1302042.0,4713.0
903,1311012.0,8970.0
904,1311711.0,699.0
905,1311781.0,70.0
906,1313758.0,1977.0
907,1317062.0,3304.0
908,1317653.0,591.0
909,1317805.0,152.0
910,1319232.0,1427.0
911,1319274.0,42.0
912,1319370.0,96.0
913,1319477.0,107.0
914,1319556.0,79.0
915,1319572.0,16.0
916,1319612.0,40.0
917,1319637.0,25.0
918,1319899.0,262.0
919,1321660.0,1761.0
920,1321845.0,185.0
921,1321882.0,37.0
922,1322102.0,220.0
923,1322131.0,29.0
924,1322212.0,81.0
925,1322320.0,108.0
926,1331318.0,8998.0
927,1333389.0,2071.0
928,1338826.0,5437.0
929,1339181.0,355.0
930,1339855.0,674.0
931,1340223.0,368.0
932,1341108.0,885.0
933,1344124.0,3016.0
934,1347092.0,2968.0
935,1352870.0,5778.0
936,1353381.0,511.0
937,1353857.0,476.0
938,1359372.0,5515.0
939,1359846.0,474.0
940,1367922.0,8076.0
941,1368002.0,80.0
942,1368918.0,916.0
943,1369031.0,113.0
944,1369238.0,207.0
945,1369257.0,19.0
946,1369272.0,15.0
947,1370656.0,1384.0
948,1370674.0,18.0
949,1370708.0,34.0
950,1370894.0,186.0
951,1371643.0,749.0
952,1374443.0,2800.0
953,1374470.0,27.0
954,1374486.0,16.0
955,1374519.0,33.0
956,1381155.0,6636.0
957,1384127.0,2972.0
958,1384152.0,25.0
959,1384327.0,175.0
960,1384367.0,40.0
961,1384774.0,407.0
962,1385829.0,1055.0
963,1388887.0,3058.0
964,1400194.0,11307.0
965,1401607.0,1413.0
966,1404418.0,2811.0
967,1404623.0,205.0
968,1404837.0,214.0
969,1405041.0,204.0
970,1405186.0,145.0
971,1410509.0,5323.0
972,1410533.0,24.0
973,1416776.0,6243.0
974,1418392.0,1616.0
975,1418862.0,470.0
976,1419018.0,156.0
977,1419515.0,497.0
978,1419939.0,424.0
979,1420002.0,63.0
980,1420856.0,854.0
981,1421132.0,276.0
982,1422610.0,1478.0
983,1422748.0,138.0
984,1423110.0,362.0
985,1424047.0,937.0
986,1424099.0,52.0
987,1425292.0,1193.0
988,1426621.0,1329.0
989,1430985.0,4364.0
990,1431703.0,718.0
991,1431791.0,88.0
992,1431989.0,198.0
993,1440611.0,8622.0
994,1440735.0,124.0
995,1440945.0,210.0
996,1444583.0,3638.0
997,1444659.0,76.0
998,1446915.0,2256.0
999,1449431.0,2516.0
1000,1449487.0,56.0
1001,1455080.0,5593.0
1002,1455128.0,48.0
1003,1455615.0,487.0
1004,1455702.0,87.0
1005,1458423.0,2721.0
1006,1458787.0,364.0
1007,1459876.0,1089.0
1008,1459931.0,55.0
1009,1460083.0,152.0
1010,1462318.0,2235.0
1011,1462842.0,524.0
1012,1463844.0,1002.0
1013,1464154.0,310.0
1014,1465048.0,894.0
1015,1465398.0,350.0
1016,1465501.0,103.0
1017,1465777.0,276.0
1018,1466353.0,576.0
1019,1466535.0,182.0
1020,1467445.0,910.0
1021,1467494.0,49.0
1022,1467751.0,257.0
1023,1471015.0,3264.0
1024,1472461.0,1446.0
1025,1474001.0,1540.0
1026,1476634.0,2633.0
1027,1477838.0,1204.0
1028,1481276.0,3438.0
1029,1484100.0,2824.0
1030,1484451.0,351.0
1031,1484617.0,166.0
1032,1484827.0,210.0
1033,1485956.0,1129.0
1034,1486262.0,306.0
1035,1486551.0,289.0
1036,1491983.0,5432.0
1037,1492033.0,50.0
1038,1492359.0,326.0
1039,1492414.0,55.0
1040,1492489.0,75.0
1041,1494614.0,2125.0
1042,1497349.0,2735.0
1043,1498880.0,1531.0
1044,1500567.0,1687.0
1045,1502718.0,2151.0
1046,1502949.0,231.0
1047,1503229.0,280.0
1048,1503862.0,633.0
1049,1507089.0,3227.0
1050,1507783.0,694.0
1051,1510014.0,2231.0
1052,1510564.0,550.0
1053,1512184.0,1620.0
1054,1516795.0,4611.0
1055,1517371.0,576.0
1056,1522642.0,5271.0
1057,1526383.0,3741.0
1058,1527311.0,928.0
1059,1527508.0,197.0
1060,1528777.0,1269.0
1061,1529271.0,494.0
1062,1532350.0,3079.0
1063,1532369.0,19.0
1064,1532552.0,183.0
1065,1532668.0,116.0
1066,1532783.0,115.0
1067,1538882.0,6099.0
1068,1539844.0,962.0
1069,1541381.0,1537.0
1070,1541439.0,58.0
1071,1542614.0,1175.0
1072,1543769.0,1155.0
1073,1543792.0,23.0
1074,1544183.0,391.0
1075,1545207.0,1024.0
1076,1545488.0,281.0
1077,1546436.0,948.0
1078,1547208.0,772.0
1079,1548275.0,1067.0
1080,1548401.0,126.0
1081,1548612.0,211.0
1082,1548691.0,79.0
1083,1548745.0,54.0
1084,1548748.0,3.0
1085,1548768.0,20.0
1086,1548832.0,64.0
1087,1548862.0,30.0
1088,1549025.0,163.0
1089,1549287.0,262.0
1090,1549794.0,507.0
1091,1550496.0,702.0
1092,1553681.0,3185.0
1093,1555197.0,1516.0
1094,1558330.0,3133.0
1095,1560671.0,2341.0
1096,1562328.0,1657.0
1097,1562395.0,67.0
1098,1562945.0,550.0
1099,1562956.0,11.0
1100,1565373.0,2417.0
1101,1565701.0,328.0
1102,1571934.0,6233.0
1103,1572212.0,278.0
1104,1573111.0,899.0
1105,1573184.0,73.0
1106,1573236.0,52.0
1107,1573446.0,210.0
1108,1575199.0,1753.0
1109,1575851.0,652.0
1110,1575951.0,100.0
1111,1576186.0,235.0
1112,1578630.0,2444.0
1113,1579609.0,979.0
1114,1581927.0,2318.0
1115,1585852.0,3925.0
1116,1586213.0,361.0
1117,1586514.0,301.0
1118,1589569.0,3055.0
1119,1589629.0,60.0
1120,1590225.0,596.0
1121,1590792.0,567.0
1122,1590804.0,12.0
1123,1590989.0,185.0
1124,1594519.0,3530.0
1125,1596194.0,1675.0
1126,1596289.0,95.0
1127,1599558.0,3269.0
1128,1601532.0,1974.0
1129,1601832.0,300.0
1130,1603447.0,1615.0
1131,1604622.0,1175.0
1132,1606633.0,2011.0
1133,1606758.0,125.0
1134,1607960.0,1202.0
1135,1612146.0,4186.0
1136,1612290.0,144.0
1137,1615449.0,3159.0
1138,1616631.0,1182.0
1139,1616791.0,160.0
1140,1616845.0,54.0
1141,1616870.0,25.0
1142,1617721.0,851.0
1143,1621853.0,4132.0
1144,1621877.0,24.0
1145,1633028.0,11151.0
1146,1633905.0,877.0
1147,1638145.0,4240.0
1148,1638322.0,177.0
1149,1639141.0,819.0
1150,1639439.0,298.0
1151,1639677.0,238.0
1152,1640005.0,328.0
1153,1643922.0,3917.0
1154,1645507.0,1585.0
1155,1651756.0,6249.0
1156,1651797.0,41.0
1157,1653575.0,1778.0
1158,1653825.0,250.0
1159,1660770.0,6945.0
1160,1660859.0,89.0
1161,1661075.0,216.0
1162,1661339.0,264.0
1163,1663672.0,2333.0
1164,1663751.0,79.0
1165,1664022.0,271.0
