interaction_index,actual_timestamp
832,919258.0
833,919436.0
834,935163.0
835,935195.0
836,935444.0
837,935718.0
838,935995.0
839,936281.0
840,936406.0
841,942421.0
842,942450.0
843,942571.0
844,942609.0
845,942631.0
846,942636.0
847,942647.0
848,945482.0
849,945581.0
850,946212.0
851,959511.0
852,963900.0
853,966416.0
854,966444.0
855,966527.0
856,966533.0
857,966573.0
858,966594.0
859,966626.0
860,966691.0
861,967495.0
862,968153.0
863,975943.0
864,976026.0
865,976833.0
866,979496.0
867,982854.0
868,985910.0
869,988465.0
870,992468.0
871,992731.0
872,992875.0
873,1013067.0
874,1014121.0
875,1015317.0
876,1015439.0
877,1017187.0
878,1018947.0
879,1019011.0
880,1019050.0
881,1019095.0
882,1019950.0
883,1020035.0
884,1027525.0
885,1028024.0
886,1030418.0
887,1030446.0
888,1032667.0
889,1032683.0
890,1032783.0
891,1035545.0
892,1035672.0
893,1043369.0
894,1043757.0
895,1045530.0
896,1050741.0
897,1051223.0
898,1051255.0
899,1053070.0
900,1053192.0
901,1053600.0
902,1056786.0
903,1058196.0
904,1059592.0
905,1061027.0
906,1061337.0
907,1074134.0
908,1074279.0
909,1080597.0
910,1100493.0
911,1101479.0
912,1102510.0
913,1105778.0
914,1106021.0
915,1119400.0
916,1127719.0
917,1130011.0
918,1138283.0
919,1138302.0
920,1138322.0
921,1138489.0
922,1138517.0
923,1138600.0
924,1138668.0
925,1140883.0
926,1145837.0
927,1146324.0
928,1162192.0
929,1174877.0
930,1174970.0
931,1175026.0
932,1176513.0
933,1176699.0
934,1176725.0
935,1187369.0
936,1188985.0
937,1189027.0
938,1189042.0
939,1189083.0
940,1189166.0
941,1189193.0
942,1189275.0
943,1189737.0
944,1189810.0
945,1196970.0
946,1197231.0
947,1197353.0
948,1197410.0
949,1197458.0
950,1197479.0
951,1197518.0
952,1198137.0
953,1198653.0
954,1198984.0
955,1199424.0
956,1200374.0
957,1200423.0
958,1203203.0
959,1203230.0
960,1203279.0
961,1203818.0
962,1203844.0
963,1205838.0
964,1205883.0
965,1207845.0
966,1209371.0
967,1214095.0
968,1214123.0
969,1214167.0
970,1214822.0
971,1219392.0
972,1220916.0
973,1235032.0
974,1236586.0
975,1243191.0
976,1243867.0
977,1245603.0
978,1246839.0
979,1248574.0
980,1258084.0
981,1259579.0
982,1260198.0
983,1260706.0
984,1262224.0
985,1263395.0
986,1264860.0
987,1267583.0
988,1267662.0
989,1268021.0
990,1268496.0
991,1269783.0
992,1269814.0
993,1270124.0
994,1270144.0
995,1271892.0
996,1272650.0
997,1273036.0
998,1273505.0
999,1275362.0
1000,1279257.0
1001,1279470.0
1002,1279938.0
1003,1280103.0
1004,1280854.0
1005,1280905.0
1006,1280914.0
1007,1281961.0
1008,1282193.0
1009,1282208.0
1010,1282630.0
1011,1282645.0
1012,1284131.0
1013,1288875.0
1014,1291536.0
1015,1291599.0
1016,1291714.0
1017,1298503.0
1018,1298809.0
1019,1299859.0
1020,1299941.0
1021,1300169.0
1022,1300256.0
1023,1303039.0
1024,1303305.0
1025,1304544.0
1026,1305180.0
1027,1305333.0
1028,1305443.0
1029,1305814.0
1030,1309705.0
1031,1310140.0
1032,1310291.0
1033,1310373.0
1034,1310404.0
1035,1310509.0
1036,1310542.0
1037,1310622.0
1038,1310858.0
1039,1311148.0
1040,1311385.0
1041,1312264.0
1042,1312564.0
1043,1312614.0
1044,1313053.0
1045,1313650.0
1046,1313877.0
1047,1313987.0
1048,1314654.0
1049,1316028.0
1050,1317452.0
1051,1318576.0
1052,1318599.0
1053,1318793.0
1054,1318988.0
1055,1319132.0
1056,1319607.0
1057,1319650.0
1058,1319727.0
1059,1322917.0
1060,1323060.0
1061,1323070.0
1062,1324670.0
1063,1333406.0
1064,1333428.0
1065,1333516.0
1066,1333565.0
1067,1333859.0
1068,1333879.0
1069,1339819.0
1070,1360126.0
1071,1360368.0
1072,1361609.0
1073,1361930.0
1074,1369790.0
1075,1376453.0
1076,1378591.0
1077,1396241.0
1078,1396247.0
1079,1396293.0
1080,1396321.0
1081,1396343.0
1082,1396395.0
1083,1396423.0
1084,1396447.0
1085,1396488.0
1086,1396576.0
1087,1397131.0
1088,1397267.0
1089,1397341.0
1090,1397471.0
1091,1397532.0
1092,1397616.0
1093,1397649.0
1094,1397801.0
1095,1397859.0
1096,1397936.0
1097,1398220.0
1098,1398747.0
1099,1399954.0
1100,1416736.0
1101,1416812.0
1102,1417201.0
1103,1417532.0
1104,1417620.0
1105,1418134.0
1106,1418447.0
1107,1442327.0
1108,1442361.0
1109,1442518.0
1110,1457394.0
1111,1458051.0
1112,1458087.0
1113,1458127.0
1114,1458136.0
1115,1458299.0
1116,1458597.0
1117,1466849.0
1118,1467020.0
1119,1467046.0
1120,1467092.0
1121,1467142.0
1122,1467372.0
1123,1467500.0
1124,1472171.0
1125,1472526.0
1126,1475559.0
1127,1475678.0
1128,1476243.0
1129,1476528.0
1130,1478687.0
1131,1478827.0
1132,1479073.0
1133,1487058.0
1134,1487391.0
1135,1517090.0
1136,1517156.0
1137,1517288.0
1138,1517918.0
1139,1518366.0
1140,1518410.0
1141,1518563.0
1142,1518649.0
1143,1519074.0
1144,1527732.0
1145,1531535.0
1146,1531605.0
1147,1531896.0
1148,1541451.0
1149,1545602.0
1150,1554637.0
1151,1564775.0
1152,1564959.0
1153,1565046.0
1154,1565067.0
1155,1565398.0
1156,1565465.0
1157,1566609.0
1158,1566698.0
1159,1567147.0
1160,1567195.0
1161,1567216.0
1162,1567243.0
1163,1567271.0
1164,1568121.0
1165,1568668.0
1166,1571784.0
1167,1571897.0
1168,1571929.0
1169,1572113.0
1170,1572192.0
1171,1572299.0
1172,1572379.0
1173,1572475.0
1174,1572522.0
1175,1572643.0
1176,1572716.0
1177,1572740.0
1178,1572818.0
1179,1572843.0
1180,1572866.0
1181,1572935.0
1182,1572989.0
1183,1573039.0
1184,1573301.0
1185,1573421.0
1186,1573471.0
1187,1573556.0
1188,1573634.0
1189,1573699.0
1190,1573820.0
1191,1573977.0
1192,1574057.0
1193,1574161.0
1194,1574198.0
1195,1574284.0
1196,1574374.0
1197,1574403.0
1198,1574443.0
1199,1574686.0
1200,1574747.0
1201,1574872.0
1202,1574927.0
1203,1574991.0
1204,1575003.0
1205,1575045.0
1206,1575077.0
1207,1575158.0
1208,1575188.0
1209,1575228.0
1210,1575300.0
1211,1575344.0
1212,1575529.0
1213,1575595.0
1214,1575630.0
1215,1575672.0
1216,1575835.0
1217,1575914.0
1218,1576121.0
1219,1576531.0
1220,1576794.0
1221,1577759.0
1222,1578102.0
1223,1578218.0
1224,1580776.0
1225,1584535.0
1226,1584565.0
1227,1584730.0
1228,1586819.0
1229,1586842.0
1230,1587909.0
1231,1587984.0
1232,1588027.0
1233,1591133.0
1234,1598328.0
1235,1615085.0
1236,1615144.0
1237,1615426.0
1238,1616113.0
1239,1616376.0
1240,1618403.0
1241,1618674.0
1242,1622456.0
1243,1622594.0
1244,1633668.0
1245,1640085.0
1246,1640803.0
1247,1643655.0
1248,1644565.0
1249,1647079.0
1250,1647501.0
1251,1650005.0
1252,1650238.0
1253,1650889.0
1254,1651979.0
1255,1652213.0
1256,1652255.0
1257,1652277.0
1258,1653069.0
1259,1663760.0
1260,1663836.0
1261,1663901.0
1262,1664516.0
1263,1664649.0
1264,1664805.0
1265,1665150.0
1266,1665274.0
1267,1666586.0
1268,1666740.0
1269,1679436.0
1270,1680741.0
1271,1680818.0
1272,1680858.0
1273,1681635.0
1274,1682385.0
1275,1682663.0
1276,1683961.0
1277,1684126.0
1278,1684627.0
1279,1684773.0
1280,1684812.0
1281,1685103.0
1282,1685572.0
1283,1685588.0
1284,1688693.0
1285,1688784.0
1286,1688872.0
1287,1688922.0
1288,1689734.0
1289,1690524.0
1290,1690613.0
1291,1690849.0
1292,1694603.0
1293,1698677.0
1294,1699565.0
1295,1699644.0
1296,1699748.0
1297,1709232.0
1298,1709442.0
1299,1722566.0
1300,1729681.0
1301,1729797.0
1302,1729905.0
1303,1734730.0
1304,1734756.0
1305,1734972.0
1306,1740526.0
1307,1740565.0
1308,1777416.0
1309,1779179.0
1310,1779239.0
1311,1783887.0
1312,1783996.0
1313,1784053.0
1314,1784126.0
1315,1784154.0
1316,1784214.0
1317,1787861.0
1318,1787908.0
1319,1788860.0
1320,1795531.0
1321,1824091.0
1322,1825811.0
1323,1854669.0
1324,1856493.0
1325,1856560.0
1326,1856644.0
1327,1856978.0
1328,1857010.0
1329,1857578.0
1330,1858495.0
1331,1861558.0
1332,1866922.0
1333,1867075.0
1334,1873440.0
1335,1880894.0
1336,1887919.0
1337,1890343.0
1338,1894918.0
1339,1905889.0
1340,1909559.0
1341,1909816.0
1342,1909994.0
1343,1910525.0
1344,1910570.0
1345,1911045.0
1346,1911306.0
1347,1911557.0
1348,1911648.0
1349,1912223.0
1350,1912300.0
1351,1912359.0
1352,1912533.0
1353,1912697.0
1354,1912730.0
1355,1913305.0
1356,1913324.0
1357,1913539.0
1358,1913557.0
1359,1913612.0
1360,1913661.0
1361,1913690.0
1362,1914737.0
1363,1915441.0
1364,1916533.0
1365,1917333.0
1366,1921202.0
1367,1928695.0
1368,1947734.0
1369,1947825.0
1370,1947957.0
1371,1948449.0
1372,1948593.0
1373,1948661.0
1374,1949369.0
1375,1949447.0
1376,1949990.0
1377,1950038.0
1378,1950187.0
1379,1950289.0
1380,1950762.0
1381,1951156.0
1382,1951483.0
1383,1951523.0
1384,1951763.0
1385,1952490.0
1386,1960735.0
1387,1960766.0
1388,1960853.0
1389,1960866.0
1390,1961383.0
1391,1963439.0
1392,1965312.0
1393,1966310.0
1394,1967623.0
1395,1968771.0
1396,1969891.0
1397,1974144.0
1398,1976869.0
1399,1976896.0
1400,1984249.0
1401,1984749.0
1402,1985152.0
1403,1985485.0
1404,1985806.0
1405,1985935.0
1406,1987517.0
1407,1988906.0
1408,1992532.0
1409,1995478.0
1410,2007873.0
1411,2045184.0
1412,2056052.0
1413,2065580.0
1414,2071396.0
1415,2076076.0
1416,2076174.0
1417,2076253.0
1418,2084615.0
1419,2114739.0
1420,2125379.0
1421,2129699.0
1422,2133745.0
1423,2133957.0
1424,2137107.0
1425,2143319.0
1426,2158521.0
1427,2158692.0
1428,2158867.0
1429,2163161.0
1430,2164684.0
1431,2172937.0
1432,2235822.0
1433,2235992.0
1434,2236048.0
1435,2236198.0
1436,2250311.0
1437,2254915.0
1438,2256145.0
1439,2256162.0
1440,2256193.0
1441,2256334.0
1442,2256344.0
1443,2256474.0
1444,2256503.0
1445,2256634.0
1446,2256671.0
1447,2257459.0
1448,2257515.0
1449,2257516.0
1450,2257633.0
1451,2257678.0
1452,2257680.0
1453,2257703.0
1454,2257745.0
1455,2257755.0
1456,2257826.0
1457,2257855.0
1458,2257960.0
1459,2258024.0
1460,2258104.0
1461,2258108.0
1462,2258127.0
1463,2258175.0
1464,2258195.0
1465,2258251.0
1466,2258254.0
1467,2258309.0
1468,2258346.0
1469,2258349.0
1470,2258365.0
1471,2258403.0
1472,2258547.0
1473,2258637.0
1474,2258775.0
1475,2258782.0
1476,2258883.0
1477,2258889.0
1478,2258927.0
1479,2259043.0
1480,2259057.0
1481,2259089.0
1482,2259174.0
1483,2259240.0
1484,2259277.0
1485,2259397.0
1486,2259407.0
1487,2259487.0
1488,2259518.0
1489,2259570.0
1490,2259731.0
1491,2259875.0
1492,2259923.0
1493,2260027.0
1494,2260147.0
1495,2260261.0
1496,2260368.0
1497,2260531.0
1498,2260594.0
1499,2260723.0
1500,2261108.0
1501,2261287.0
1502,2261653.0
1503,2261853.0
1504,2262041.0
1505,2262332.0
1506,2262335.0
1507,2262378.0
1508,2262746.0
1509,2262866.0
1510,2262881.0
1511,2262959.0
1512,2263010.0
1513,2263088.0
1514,2263111.0
1515,2263126.0
1516,2263192.0
1517,2263270.0
1518,2263286.0
1519,2263382.0
1520,2263541.0
1521,2263582.0
1522,2263613.0
1523,2263639.0
1524,2263701.0
1525,2263737.0
1526,2263854.0
1527,2263887.0
1528,2264044.0
1529,2264126.0
1530,2264188.0
1531,2264304.0
1532,2264351.0
1533,2264472.0
1534,2264742.0
1535,2264760.0
1536,2264806.0
1537,2264828.0
1538,2264854.0
1539,2264970.0
1540,2265531.0
1541,2265733.0
1542,2265842.0
1543,2265882.0
1544,2265920.0
1545,2265953.0
1546,2266137.0
1547,2266375.0
1548,2266438.0
1549,2266628.0
1550,2269076.0
1551,2269524.0
1552,2270607.0
1553,2271907.0
1554,2272186.0
1555,2272371.0
1556,2274712.0
1557,2276255.0
1558,2282403.0
1559,2282425.0
1560,2282477.0
1561,2282691.0
1562,2282754.0
1563,2282820.0
1564,2282828.0
1565,2282866.0
1566,2282913.0
1567,2282958.0
1568,2282992.0
1569,2283016.0
1570,2283096.0
1571,2283185.0
1572,2283250.0
1573,2283667.0
1574,2283730.0
1575,2284138.0
1576,2284204.0
1577,2284265.0
1578,2284747.0
1579,2284755.0
1580,2284794.0
1581,2285045.0
1582,2285077.0
1583,2285532.0
1584,2285982.0
1585,2286159.0
1586,2287269.0
1587,2288360.0
1588,2290159.0
1589,2295420.0
1590,2295432.0
1591,2296518.0
1592,2296596.0
1593,2296627.0
1594,2296984.0
1595,2297108.0
1596,2297348.0
1597,2298450.0
1598,2298882.0
1599,2299133.0
1600,2300034.0
1601,2300113.0
1602,2300218.0
1603,2300984.0
1604,2301161.0
1605,2301224.0
1606,2301303.0
1607,2301493.0
1608,2301548.0
1609,2301682.0
1610,2301686.0
1611,2302401.0
1612,2302502.0
1613,2302756.0
1614,2302762.0
1615,2305424.0
1616,2305573.0
1617,2306387.0
1618,2307150.0
1619,2308971.0
1620,2309011.0
1621,2309638.0
1622,2310022.0
1623,2310536.0
1624,2312579.0
1625,2312625.0
1626,2312859.0
1627,2313059.0
1628,2313196.0
1629,2313879.0
1630,2314050.0
1631,2314074.0
1632,2314282.0
1633,2315083.0
1634,2315634.0
1635,2315967.0
1636,2316195.0
1637,2316222.0
1638,2316250.0
1639,2316279.0
1640,2316519.0
1641,2316587.0
1642,2316735.0
1643,2316763.0
1644,2317132.0
1645,2317735.0
1646,2318079.0
1647,2318446.0
1648,2318484.0
1649,2318853.0
1650,2319081.0
1651,2319848.0
1652,2320696.0
1653,2321959.0
1654,2322080.0
1655,2323046.0
1656,2323238.0
1657,2325298.0
1658,2325990.0
1659,2326404.0
1660,2327120.0
1661,2327594.0
1662,2328036.0
1663,2328485.0
1664,2328555.0
1665,2329268.0
1666,2329278.0
1667,2329370.0
1668,2329394.0
1669,2329772.0
1670,2330209.0
1671,2330319.0
1672,2330427.0
1673,2330463.0
1674,2332208.0
1675,2333172.0
1676,2333266.0
1677,2333272.0
1678,2333515.0
1679,2333639.0
1680,2333672.0
1681,2333727.0
1682,2334010.0
1683,2334248.0
1684,2334454.0
1685,2334576.0
1686,2334816.0
1687,2336403.0
1688,2340195.0
1689,2340338.0
1690,2340836.0
1691,2341334.0
1692,2341421.0
1693,2342174.0
1694,2343099.0
1695,2343334.0
1696,2345011.0
1697,2346072.0
1698,2346411.0
1699,2347561.0
1700,2347569.0
1701,2347816.0
1702,2347936.0
1703,2348989.0
1704,2350073.0
1705,2350841.0
1706,2350917.0
1707,2350995.0
1708,2351094.0
1709,2351271.0
1710,2351384.0
1711,2352487.0
1712,2353693.0
1713,2356418.0
1714,2360038.0
1715,2363665.0
1716,2367873.0
1717,2373528.0
1718,2374379.0
1719,2374684.0
1720,2375857.0
1721,2380061.0
1722,2381739.0
1723,2381844.0
1724,2381979.0
1725,2382051.0
1726,2382681.0
1727,2382843.0
1728,2382906.0
1729,2384286.0
1730,2384318.0
1731,2384343.0
1732,2384701.0
1733,2385086.0
1734,2385611.0
1735,2389521.0
1736,2389812.0
1737,2390155.0
1738,2390264.0
1739,2391766.0
1740,2395957.0
1741,2398638.0
1742,2401671.0
1743,2402853.0
1744,2403718.0
1745,2403857.0
1746,2404092.0
1747,2404175.0
1748,2404202.0
1749,2404315.0
1750,2404356.0
1751,2404492.0
1752,2404987.0
1753,2405376.0
1754,2405402.0
1755,2405661.0
1756,2406089.0
1757,2406164.0
1758,2413033.0
1759,2413620.0
